writer-1  | 2026-05-16T18:18:37.133892717Z 2026-05-16T18:18:37.133782Z  INFO influxdb3_lib::commands::serve: InfluxDB 3 Core server starting node_id=writer-1 git_hash=c68a5712951128aa65e146169fe814ea69f22f63 version=3.3.0-nightly uuid=c228ab64-a98d-4ad3-ade6-afe2c5e9e150 num_cpus=8
writer-1  | 2026-05-16T18:18:53.207296086Z 2026-05-16T18:18:53.207271Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775925420000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-11/16-37/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.207603586Z 2026-05-16T18:18:53.207577Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771925760000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-24/09-36/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.208435502Z 2026-05-16T18:18:53.207608Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-06/03-55/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.208441044Z 2026-05-16T18:18:53.207661Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774886580000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-30/16-03/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.208442169Z 2026-05-16T18:18:53.207715Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771527540000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-19/18-59/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.208443544Z 2026-05-16T18:18:53.207980Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775942760000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-11/21-26/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.208449711Z 2026-05-16T18:18:53.208351Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774903860000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-30/20-51/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.208450627Z 2026-05-16T18:18:53.208385Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771544820000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-19/23-47/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.208518711Z 2026-05-16T18:18:53.208482Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771943040000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-24/14-24/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.208718211Z 2026-05-16T18:18:53.208695Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775960040000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-12/02-14/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.209058669Z 2026-05-16T18:18:53.209033Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774921200000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-31/01-40/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.209118961Z 2026-05-16T18:18:53.209095Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771562160000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-20/04-36/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.209317086Z 2026-05-16T18:18:53.209295Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771960380000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-24/19-13/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.209381752Z 2026-05-16T18:18:53.209363Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775977380000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-12/07-03/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.209442252Z 2026-05-16T18:18:53.206940Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771094640000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-14/18-44/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.209466336Z 2026-05-16T18:18:53.206952Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775527200000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-07/02-00/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.209530044Z 2026-05-16T18:18:53.209515Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-03-23/01-17/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.209735836Z 2026-05-16T18:18:53.209716Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774938480000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-31/06-28/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.209834127Z 2026-05-16T18:18:53.209810Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-06/23-10/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.209848127Z 2026-05-16T18:18:53.209770Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771579440000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-20/09-24/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.210052836Z 2026-05-16T18:18:53.210034Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-03-15/10-31/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.210126711Z 2026-05-16T18:18:53.210108Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775544540000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-07/06-49/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.210155336Z 2026-05-16T18:18:53.210131Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775994720000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-12/11-52/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.210248669Z 2026-05-16T18:18:53.210232Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-03-14/10-28/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.210479961Z 2026-05-16T18:18:53.210460Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-03-14/15-16/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.210550794Z 2026-05-16T18:18:53.210525Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774955820000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-31/11-17/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.210738419Z 2026-05-16T18:18:53.210713Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771977720000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-25/00-02/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.210933836Z 2026-05-16T18:18:53.210888Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-16/18-50/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.210937211Z 2026-05-16T18:18:53.210874Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1776012000000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-12/16-40/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212449502Z 2026-05-16T18:18:53.210144Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771111980000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-14/23-33/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212453919Z 2026-05-16T18:18:53.210785Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771596780000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-20/14-13/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212455044Z 2026-05-16T18:18:53.211088Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-12/09-01/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212455919Z 2026-05-16T18:18:53.211215Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774973100000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-31/16-05/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212456794Z 2026-05-16T18:18:53.211274Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-09/23-18/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212457627Z 2026-05-16T18:18:53.210893Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775561820000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-07/11-37/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212461044Z 2026-05-16T18:18:53.211476Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-04-09/11-43/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212461919Z 2026-05-16T18:18:53.211658Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-10/08-56/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212462711Z 2026-05-16T18:18:53.211673Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771129260000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-15/04-21/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212463877Z 2026-05-16T18:18:53.211700Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1776029340000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-12/21-29/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212464752Z 2026-05-16T18:18:53.211829Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-03-18/15-28/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212465544Z 2026-05-16T18:18:53.211865Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-04-02/21-00/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212466336Z 2026-05-16T18:18:53.211899Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-05/23-07/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212467127Z 2026-05-16T18:18:53.211931Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-04-11/07-00/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212467919Z 2026-05-16T18:18:53.211956Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771995000000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-25/04-50/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212468794Z 2026-05-16T18:18:53.211964Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775579160000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-07/16-26/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212469627Z 2026-05-16T18:18:53.211985Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1774990440000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-31/20-54/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212470752Z 2026-05-16T18:18:53.212210Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771146600000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-15/09-10/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212471627Z 2026-05-16T18:18:53.212238Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1776046620000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-13/02-17/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.212562836Z 2026-05-16T18:18:53.212536Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772012340000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-25/09-39/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.213068586Z 2026-05-16T18:18:53.212544Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771614120000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-20/19-02/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.213158044Z 2026-05-16T18:18:53.212596Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775007780000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-01/01-43/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.213171419Z 2026-05-16T18:18:53.212665Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775596440000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-07/21-14/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.213312336Z 2026-05-16T18:18:53.212762Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771163940000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-15/13-59/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.213460502Z 2026-05-16T18:18:53.212819Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1776063960000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-13/07-06/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.213677086Z 2026-05-16T18:18:53.213649Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771631400000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-20/23-50/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.213825461Z 2026-05-16T18:18:53.213813Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772029620000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-25/14-27/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.213971919Z 2026-05-16T18:18:53.213952Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775613780000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-08/02-03/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.214092877Z 2026-05-16T18:18:53.214076Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771181220000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-15/18-47/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.215446752Z 2026-05-16T18:18:53.214990Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-07/23-13/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.215454919Z 2026-05-16T18:18:53.214545Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772046960000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-25/19-16/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.215456377Z 2026-05-16T18:18:53.214577Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775631060000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-08/06-51/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.215457336Z 2026-05-16T18:18:53.215323Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1776081240000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-13/11-54/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.215524211Z 2026-05-16T18:18:53.214366Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771648740000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-21/04-39/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.215549544Z 2026-05-16T18:18:53.215538Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-03-19/20-19/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.215719294Z 2026-05-16T18:18:53.215690Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775025060000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-01/06-31/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.216297377Z 2026-05-16T18:18:53.216260Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771666020000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-21/09-27/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.216346919Z 2026-05-16T18:18:53.216315Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772064300000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-26/00-05/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.216456794Z 2026-05-16T18:18:53.215770Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775648400000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-08/11-40/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.216663752Z 2026-05-16T18:18:53.216631Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1776098580000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-13/16-43/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.216853669Z 2026-05-16T18:18:53.216821Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771198560000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-15/23-36/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.216855794Z 2026-05-16T18:18:53.216845Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775042400000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-01/11-20/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.217216627Z 2026-05-16T18:18:53.217188Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775665740000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-08/16-29/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.217473794Z 2026-05-16T18:18:53.217436Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-03-19/15-31/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.217593502Z 2026-05-16T18:18:53.217560Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775059680000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-01/16-08/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.217671169Z 2026-05-16T18:18:53.217447Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771683360000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-21/14-16/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.217752544Z 2026-05-16T18:18:53.217729Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775683020000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-08/21-17/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218440544Z 2026-05-16T18:18:53.217764Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-03-15/20-08/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218450002Z 2026-05-16T18:18:53.217801Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-03-20/15-34/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218451002Z 2026-05-16T18:18:53.217832Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-10/23-21/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218451794Z 2026-05-16T18:18:53.217867Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-12/13-50/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218452669Z 2026-05-16T18:18:53.217898Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-03-20/05-57/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218453419Z 2026-05-16T18:18:53.218068Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775077020000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-01/20-57/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218454252Z 2026-05-16T18:18:53.218157Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772081580000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-26/04-53/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218455252Z 2026-05-16T18:18:53.218227Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1776115920000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-13/21-32/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218456044Z 2026-05-16T18:18:53.218239Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775700360000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-09/02-06/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218456836Z 2026-05-16T18:18:53.218248Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772791500000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-06/10-05/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218457919Z 2026-05-16T18:18:53.218248Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771700640000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-21/19-04/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218606544Z 2026-05-16T18:18:53.218570Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775094360000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-02/01-46/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218903877Z 2026-05-16T18:18:53.218881Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772808780000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-06/14-53/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.218935211Z 2026-05-16T18:18:53.218906Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1777933920000000000 to file writer-1/dbs/bench-1/sensors-0/2026-05-04/22-32/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.219126586Z 2026-05-16T18:18:53.218952Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1776133200000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-14/02-20/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.219147794Z 2026-05-16T18:18:53.218966Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772098920000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-26/09-42/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.219148919Z 2026-05-16T18:18:53.219097Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771215840000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-16/04-24/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.219229044Z 2026-05-16T18:18:53.219204Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775111640000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-02/06-34/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.220052252Z 2026-05-16T18:18:53.219545Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1772826120000000000 to file writer-1/dbs/bench-1/sensors-0/2026-03-06/19-42/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.220056502Z 2026-05-16T18:18:53.219590Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-08/13-38/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.220057419Z 2026-05-16T18:18:53.219663Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1776150540000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-14/07-09/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.220058419Z 2026-05-16T18:18:53.219708Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1775128980000000000 to file writer-1/dbs/bench-1/sensors-0/2026-04-02/11-23/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.220059211Z 2026-05-16T18:18:53.219805Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisting 120 rows for db id 1 and table id 0 and chunk 1771233180000000000 to file writer-1/dbs/bench-1/sensors-0/2026-02-16/09-13/0000000009.parquet
writer-1  | 2026-05-16T18:18:53.220059961Z 2026-05-16T18:18:53.219863Z  INFO influxdb3_write::write_buffer::queryable_buffer: Persisted parquet file: writer-1/dbs/bench-1/sensors-0/2026-02-05/18-18/0000000009.parquet
