querier-1  | 2026-05-16T18:18:39.713603427Z 2026-05-16T18:18:39.713520Z  INFO influxdb3_lib::commands::serve: InfluxDB 3 Core server starting node_id=querier-1 git_hash=c68a5712951128aa65e146169fe814ea69f22f63 version=3.3.0-nightly uuid=94886503-a01b-4986-964f-3fe4021d1519 num_cpus=8
querier-1  | 2026-05-16T18:21:49.606811959Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:49.606812501Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:49.586669501+00:00 partitions=140 parquet_files=2240 deduplicated_partitions=140 deduplicated_parquet_files=2240 plan_duration_secs=0.019593416 permit_duration_secs=0.000436334 success=false running=true cancelled=false
querier-1  | 2026-05-16T18:21:49.607070459Z 2026-05-16T18:21:49.606963Z  INFO iox_query::query_log: query when="success" id=4cd62fb3-1b83-47f0-bf9a-a0c10769a6bf namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:49.607073667Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:49.607074584Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:49.607076001Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:49.607076626Z FROM sensors
querier-1  | 2026-05-16T18:21:49.607077209Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:49.607077876Z GROUP BY host
querier-1  | 2026-05-16T18:21:49.607078584Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:49.607079167Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:49.586669501+00:00 partitions=140 parquet_files=2240 deduplicated_partitions=140 deduplicated_parquet_files=2240 plan_duration_secs=0.019593416 permit_duration_secs=0.000436334 execute_duration_secs=0.000230666 end2end_duration_secs=0.020292041 compute_duration_secs=0.000154153 max_memory=0 ingester_metrics.latency_to_plan_secs=0.0 ingester_metrics.latency_to_full_data_secs=0.0 ingester_metrics.response_rows=0 ingester_metrics.partition_count=0 ingester_metrics.response_size=0 success=true running=false cancelled=false
querier-1  | 2026-05-16T18:21:49.989533543Z 2026-05-16T18:21:49.989481Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:49.989543084Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:49.989544418Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:49.989545293Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:49.989546251Z FROM sensors
querier-1  | 2026-05-16T18:21:49.989547001Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:49.989547918Z GROUP BY host
querier-1  | 2026-05-16T18:21:49.989548626Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:49.989549376Z LIMIT 50 format=Csv
querier-1  | 2026-05-16T18:21:49.989550084Z 2026-05-16T18:21:49.989500Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:49.989551043Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:49.989551793Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:49.989552459Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:49.989553168Z FROM sensors
querier-1  | 2026-05-16T18:21:49.989553834Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:49.989554543Z GROUP BY host
querier-1  | 2026-05-16T18:21:49.989555251Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:49.989555918Z LIMIT 50 params=None
querier-1  | 2026-05-16T18:21:49.989648751Z 2026-05-16T18:21:49.989523Z  INFO iox_query::query_log: query when="received" id=c05546ca-8dab-42a5-8655-57ef103bd174 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:49.989650793Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:49.989651459Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:49.989652084Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:49.989652668Z FROM sensors
querier-1  | 2026-05-16T18:21:49.989653251Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:49.989653834Z GROUP BY host
querier-1  | 2026-05-16T18:21:49.989654376Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:49.989654918Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:49.989521918+00:00 success=false running=true cancelled=false
querier-1  | 2026-05-16T18:21:49.997980209Z 2026-05-16T18:21:49.997911Z  INFO influxdb3_write::composite_write_buffer: composite get_table_chunks db_schema.id=DbId(1) table_def.table_id=TableId(0) local=2240 remote=1 remote_reachable=true tail=0 total=2241
querier-1  | 2026-05-16T18:21:50.000476584Z 2026-05-16T18:21:50.000421Z  WARN iox_query::physical_optimizer::dedup::split: cannot split dedup operation, fanout too wide n_split=141 max_dedup_split=100
querier-1  | 2026-05-16T18:21:50.009618126Z 2026-05-16T18:21:50.009522Z  INFO iox_query::query_log: query when="planned" id=c05546ca-8dab-42a5-8655-57ef103bd174 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.009633751Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.009634918Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.009635751Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.009636501Z FROM sensors
querier-1  | 2026-05-16T18:21:50.009637334Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.009638376Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.009639084Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.009639834Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:49.989521918+00:00 partitions=140 parquet_files=2240 deduplicated_partitions=140 deduplicated_parquet_files=2240 plan_duration_secs=0.019514458 success=false running=true cancelled=false
querier-1  | 2026-05-16T18:21:50.009640834Z 2026-05-16T18:21:50.009544Z  INFO iox_query::query_log: query when="permit" id=c05546ca-8dab-42a5-8655-57ef103bd174 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.009641959Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.009642709Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.009643543Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.009644293Z FROM sensors
querier-1  | 2026-05-16T18:21:50.009644959Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.009645668Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.009646334Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.009647043Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:49.989521918+00:00 partitions=140 parquet_files=2240 deduplicated_partitions=140 deduplicated_parquet_files=2240 plan_duration_secs=0.019514458 permit_duration_secs=0.000507417 success=false running=true cancelled=false
querier-1  | 2026-05-16T18:21:50.013546376Z 2026-05-16T18:21:50.013346Z  INFO iox_query::query_log: query when="success" id=c05546ca-8dab-42a5-8655-57ef103bd174 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.013559209Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.013560376Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.013561251Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.013561959Z FROM sensors
querier-1  | 2026-05-16T18:21:50.013562584Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.013570501Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.013571251Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.013571834Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:49.989521918+00:00 partitions=140 parquet_files=2240 deduplicated_partitions=140 deduplicated_parquet_files=2240 plan_duration_secs=0.019514458 permit_duration_secs=0.000507417 execute_duration_secs=0.003772375 end2end_duration_secs=0.023823375 compute_duration_secs=0.004679502 max_memory=2697656 ingester_metrics.latency_to_plan_secs=0.0 ingester_metrics.latency_to_full_data_secs=0.0 ingester_metrics.response_rows=0 ingester_metrics.partition_count=0 ingester_metrics.response_size=0 success=true running=false cancelled=false
querier-1  | 2026-05-16T18:21:50.445235043Z 2026-05-16T18:21:50.445173Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.445245459Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.445246751Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.445247584Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.445248209Z FROM sensors
querier-1  | 2026-05-16T18:21:50.445248793Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.445249584Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.445250168Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.445250709Z LIMIT 50 format=Csv
querier-1  | 2026-05-16T18:21:50.445251293Z 2026-05-16T18:21:50.445196Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.445252043Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.445252626Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.445253168Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.445253751Z FROM sensors
querier-1  | 2026-05-16T18:21:50.445254293Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.445254834Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.445255334Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.445255876Z LIMIT 50 params=None
querier-1  | 2026-05-16T18:21:50.445408584Z 2026-05-16T18:21:50.445221Z  INFO iox_query::query_log: query when="received" id=b24eeedb-0c66-4e3d-992f-bdb7c38ab331 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.445412168Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.445413126Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.445413918Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.445414751Z FROM sensors
querier-1  | 2026-05-16T18:21:50.445415376Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.445416126Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.445424876Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.445425543Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:50.445220209+00:00 success=false running=true cancelled=false
querier-1  | 2026-05-16T18:21:50.453841168Z 2026-05-16T18:21:50.453749Z  INFO influxdb3_write::composite_write_buffer: composite get_table_chunks db_schema.id=DbId(1) table_def.table_id=TableId(0) local=2240 remote=1 remote_reachable=true tail=0 total=2241
querier-1  | 2026-05-16T18:21:50.456805084Z 2026-05-16T18:21:50.456751Z  WARN iox_query::physical_optimizer::dedup::split: cannot split dedup operation, fanout too wide n_split=141 max_dedup_split=100
querier-1  | 2026-05-16T18:21:50.466470918Z 2026-05-16T18:21:50.466373Z  INFO iox_query::query_log: query when="planned" id=b24eeedb-0c66-4e3d-992f-bdb7c38ab331 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.466496418Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.466497959Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.466498668Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.466499293Z FROM sensors
querier-1  | 2026-05-16T18:21:50.466499876Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.466500626Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.466501209Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.466501959Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:50.445220209+00:00 partitions=140 parquet_files=2240 deduplicated_partitions=140 deduplicated_parquet_files=2240 plan_duration_secs=0.020728375 success=false running=true cancelled=false
querier-1  | 2026-05-16T18:21:50.466502834Z 2026-05-16T18:21:50.466397Z  INFO iox_query::query_log: query when="permit" id=b24eeedb-0c66-4e3d-992f-bdb7c38ab331 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.466503668Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.466504251Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.466504834Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.466505376Z FROM sensors
querier-1  | 2026-05-16T18:21:50.466505918Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.466506459Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.466507043Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.466507584Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:50.445220209+00:00 partitions=140 parquet_files=2240 deduplicated_partitions=140 deduplicated_parquet_files=2240 plan_duration_secs=0.020728375 permit_duration_secs=0.00044875 success=false running=true cancelled=false
querier-1  | 2026-05-16T18:21:50.466786376Z 2026-05-16T18:21:50.466700Z  INFO iox_query::query_log: query when="success" id=b24eeedb-0c66-4e3d-992f-bdb7c38ab331 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.466789876Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.466797751Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.466798459Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.466799126Z FROM sensors
querier-1  | 2026-05-16T18:21:50.466799751Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.466800459Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.466801043Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.466803126Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:50.445220209+00:00 partitions=140 parquet_files=2240 deduplicated_partitions=140 deduplicated_parquet_files=2240 plan_duration_secs=0.020728375 permit_duration_secs=0.00044875 execute_duration_secs=0.000267209 end2end_duration_secs=0.021478459 compute_duration_secs=0.000211153 max_memory=0 ingester_metrics.latency_to_plan_secs=0.0 ingester_metrics.latency_to_full_data_secs=0.0 ingester_metrics.response_rows=0 ingester_metrics.partition_count=0 ingester_metrics.response_size=0 success=true running=false cancelled=false
querier-1  | 2026-05-16T18:21:50.887170293Z 2026-05-16T18:21:50.887098Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.887181585Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.887183126Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.887184001Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.887184793Z FROM sensors
querier-1  | 2026-05-16T18:21:50.887185543Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.887186335Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.887187085Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.887187751Z LIMIT 50 format=Csv
querier-1  | 2026-05-16T18:21:50.887188501Z 2026-05-16T18:21:50.887120Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.887189418Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.887190168Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.887190876Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.887191626Z FROM sensors
querier-1  | 2026-05-16T18:21:50.887192251Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.887192918Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.887193460Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.887194085Z LIMIT 50 params=None
querier-1  | 2026-05-16T18:21:50.887194710Z 2026-05-16T18:21:50.887142Z  INFO iox_query::query_log: query when="received" id=7a048700-a17c-477c-8e73-acc18ea3d825 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.887195793Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.887202251Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.887202876Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.887203376Z FROM sensors
querier-1  | 2026-05-16T18:21:50.887203835Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.887204335Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.887204793Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.887205293Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:50.887141876+00:00 success=false running=true cancelled=false
querier-1  | 2026-05-16T18:21:50.894967210Z 2026-05-16T18:21:50.894891Z  INFO influxdb3_write::composite_write_buffer: composite get_table_chunks db_schema.id=DbId(1) table_def.table_id=TableId(0) local=2240 remote=1 remote_reachable=true tail=0 total=2241
querier-1  | 2026-05-16T18:21:50.897495251Z 2026-05-16T18:21:50.897434Z  WARN iox_query::physical_optimizer::dedup::split: cannot split dedup operation, fanout too wide n_split=141 max_dedup_split=100
querier-1  | 2026-05-16T18:21:50.906331835Z 2026-05-16T18:21:50.906230Z  INFO iox_query::query_log: query when="planned" id=7a048700-a17c-477c-8e73-acc18ea3d825 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.906350376Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.906352001Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.906352835Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.906353585Z FROM sensors
querier-1  | 2026-05-16T18:21:50.906354293Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.906355085Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.906355668Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.906356210Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:50.887141876+00:00 partitions=140 parquet_files=2240 deduplicated_partitions=140 deduplicated_parquet_files=2240 plan_duration_secs=0.018677542 success=false running=true cancelled=false
querier-1  | 2026-05-16T18:21:50.906357085Z 2026-05-16T18:21:50.906253Z  INFO iox_query::query_log: query when="permit" id=7a048700-a17c-477c-8e73-acc18ea3d825 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.906357960Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.906358626Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.906359210Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.906359793Z FROM sensors
querier-1  | 2026-05-16T18:21:50.906360335Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.906360918Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.906361460Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.906362043Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:50.887141876+00:00 partitions=140 parquet_files=2240 deduplicated_partitions=140 deduplicated_parquet_files=2240 plan_duration_secs=0.018677542 permit_duration_secs=0.000433167 success=false running=true cancelled=false
querier-1  | 2026-05-16T18:21:50.906563668Z 2026-05-16T18:21:50.906512Z  INFO iox_query::query_log: query when="success" id=7a048700-a17c-477c-8e73-acc18ea3d825 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- High-cardinality predicate: per-host extremes across a 4-week window.
querier-1  | 2026-05-16T18:21:50.906567376Z -- Benchmarks the per-file pruning path. Compaction should improve this
querier-1  | 2026-05-16T18:21:50.906568168Z -- materially when many gen1 files cover overlapping host sets.
querier-1  | 2026-05-16T18:21:50.906568793Z SELECT host, MAX(pressure) AS max_p, MIN(pressure) AS min_p
querier-1  | 2026-05-16T18:21:50.906569418Z FROM sensors
querier-1  | 2026-05-16T18:21:50.906569960Z WHERE time > now() - INTERVAL '4 weeks'
querier-1  | 2026-05-16T18:21:50.906570626Z GROUP BY host
querier-1  | 2026-05-16T18:21:50.906571210Z ORDER BY max_p DESC
querier-1  | 2026-05-16T18:21:50.906572043Z LIMIT 50 query_params=Params { } issue_time=2026-05-16T18:21:50.887141876+00:00 partitions=140 parquet_files=2240 deduplicated_partitions=140 deduplicated_parquet_files=2240 plan_duration_secs=0.018677542 permit_duration_secs=0.000433167 execute_duration_secs=0.000223125 end2end_duration_secs=0.019369292 compute_duration_secs=0.00016419 max_memory=0 ingester_metrics.latency_to_plan_secs=0.0 ingester_metrics.latency_to_full_data_secs=0.0 ingester_metrics.response_rows=0 ingester_metrics.partition_count=0 ingester_metrics.response_size=0 success=true running=false cancelled=false
querier-1  | 2026-05-16T18:21:51.313899335Z 2026-05-16T18:21:51.313844Z  INFO influxdb3_server::http: handling query_sql database=bench query_str=-- 6-hour downsampling over an 8-week window. Touches most parquet files
querier-1  | 2026-05-16T18:21:51.313909543Z -- since timestamps span the entire generated range; aggregation work is
querier-1  | 2026-05-16T18:21:51.313910918Z -- dominated by group-by and merge across many files. 6h bins keep result
querier-1  | 2026-05-16T18:21:51.313911793Z -- cardinality manageable while still exercising the full date range.
querier-1  | 2026-05-16T18:21:51.313912585Z SELECT
querier-1  | 2026-05-16T18:21:51.313913252Z     DATE_BIN(INTERVAL '6 hours', time) AS bucket,
querier-1  | 2026-05-16T18:21:51.313913960Z     region,
querier-1  | 2026-05-16T18:21:51.313914752Z     AVG(temp) AS avg_temp,
querier-1  | 2026-05-16T18:21:51.313915418Z     APPROX_PERCENTILE_CONT(humidity, 0.95) AS p95_humidity
querier-1  | 2026-05-16T18:21:51.313916127Z FROM sensors
querier-1  | 2026-05-16T18:21:51.313916835Z WHERE time > now() - INTERVAL '8 weeks'
querier-1  | 2026-05-16T18:21:51.313917668Z GROUP BY bucket, region
querier-1  | 2026-05-16T18:21:51.313918335Z ORDER BY bucket, region format=Csv
querier-1  | 2026-05-16T18:21:51.313919085Z 2026-05-16T18:21:51.313864Z  INFO influxdb3_server::query_executor: executing sql query database=bench query=-- 6-hour downsampling over an 8-week window. Touches most parquet files
querier-1  | 2026-05-16T18:21:51.313920002Z -- since timestamps span the entire generated range; aggregation work is
querier-1  | 2026-05-16T18:21:51.313920752Z -- dominated by group-by and merge across many files. 6h bins keep result
querier-1  | 2026-05-16T18:21:51.313921502Z -- cardinality manageable while still exercising the full date range.
querier-1  | 2026-05-16T18:21:51.313929210Z SELECT
querier-1  | 2026-05-16T18:21:51.313929918Z     DATE_BIN(INTERVAL '6 hours', time) AS bucket,
querier-1  | 2026-05-16T18:21:51.313930585Z     region,
querier-1  | 2026-05-16T18:21:51.313931168Z     AVG(temp) AS avg_temp,
querier-1  | 2026-05-16T18:21:51.313931752Z     APPROX_PERCENTILE_CONT(humidity, 0.95) AS p95_humidity
querier-1  | 2026-05-16T18:21:51.313932377Z FROM sensors
querier-1  | 2026-05-16T18:21:51.313932918Z WHERE time > now() - INTERVAL '8 weeks'
querier-1  | 2026-05-16T18:21:51.313933460Z GROUP BY bucket, region
querier-1  | 2026-05-16T18:21:51.313933918Z ORDER BY bucket, region params=None
querier-1  | 2026-05-16T18:21:51.314037752Z 2026-05-16T18:21:51.313887Z  INFO iox_query::query_log: query when="received" id=b86d1d0e-c1e9-424e-a4fa-630ebb2a69f7 namespace_id=0 namespace_name="influxdb3 oss" query_type="sql" query_text=-- 6-hour downsampling over an 8-week window. Touches most parquet files
querier-1  | 2026-05-16T18:21:51.314039793Z -- since timestamps span the entire generated range; aggregation work is
querier-1  | 2026-05-16T18:21:51.314040460Z -- dominated by group-by and merge across many files. 6h bins keep result
querier-1  | 2026-05-16T18:21:51.314041085Z -- cardinality manageable while still exercising the full date range.
querier-1  | 2026-05-16T18:21:51.314041710Z SELECT
querier-1  | 2026-05-16T18:21:51.314042252Z     DATE_BIN(INTERVAL '6 hours', time) AS bucket,
querier-1  | 2026-05-16T18:21:51.314042835Z     region,
querier-1  | 2026-05-16T18:21:51.314043377Z     AVG(temp) AS avg_temp,
querier-1  | 2026-05-16T18:21:51.314043877Z     APPROX_PERCENTILE_CONT(humidity, 0.95) AS p95_humidity
querier-1  | 2026-05-16T18:21:51.314044460Z FROM sensors
querier-1  | 2026-05-16T18:21:51.314044960Z WHERE time > now() - INTERVAL '8 weeks'
querier-1  | 2026-05-16T18:21:51.314045502Z GROUP BY bucket, region
querier-1  | 2026-05-16T18:21:51.314046085Z ORDER BY bucket, region query_params=Params { } issue_time=2026-05-16T18:21:51.313886585+00:00 success=false running=true cancelled=false
